t,rt_sigaction,mmap,munmap,madvise,access,getdents,getpid,lseek,stat,socket,read,lstat,getsockname,times,connect,open,writev,getcwd,rt_sigprocmask,write,shutdown,setsockopt,ioctl,getuid,fstat,setitimer,chdir,getsockopt,sendmmsg,close,rename,sendto,fcntl,poll,recvfrom,clone,wait4,pipe,unlink,uname,select,accept4,pipe2
0,12.18918918918919,11.75,10.222222222222221,6.0,5.098214285714286,5.0,4.714285714285714,2.75,2.5126582278481013,2.2857142857142856,2.151351351351351,2.0860655737704916,1.6666666666666667,1.6666666666666667,1.5714285714285714,1.5257731958762886,1.5,1.4285714285714286,1.25,1.1538461538461537,1.0,1.0,1.0,1.0,0.9846153846153847,0.9230769230769231,0.8888888888888888,0.75,0.6666666666666666,0.6455696202531646,0.5,0.3371757925072046,0.2669491525423729,0.2554112554112554,0.23328380386329867,0.21875,0.010869565217391304,0.010752688172043012,0.0,0.0,0.0,0.0,0.0
t,mmap,rt_sigaction,munmap,access,getdents,madvise,times,lseek,getpid,writev,read,open,write,lstat,stat,socket,rt_sigprocmask,getsockname,setitimer,chdir,fstat,connect,shutdown,ioctl,setsockopt,sendmmsg,getcwd,getsockopt,close,sendto,poll,recvfrom,fcntl,clone,getuid,pipe,wait4,uname,select,rename,unlink,accept4,pipe2
1,14.083333333333334,13.324324324324325,12.944444444444445,8.473214285714286,8.0,6.0,5.166666666666667,5.0,4.571428571428571,4.3,4.172972972972973,3.463917525773196,2.3846153846153846,1.9877049180327868,1.9177215189873418,1.8571428571428572,1.75,1.6666666666666667,1.6153846153846154,1.5555555555555556,1.4692307692307693,1.4285714285714286,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1428571428571428,1.0,0.9493670886075949,0.4322766570605187,0.3795093795093795,0.3224368499257058,0.2288135593220339,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
