t,setitimer,mmap,rt_sigaction,read,munmap,brk,madvise,getpid,access,socket,close,open,select,write,fstat,clone,getsockname,lseek,connect,writev,times,rt_sigprocmask,getdents,getcwd,ioctl,setsockopt,fcntl,stat,wait4,lstat,shutdown,pipe,flock,unlink,getuid,chmod,getsockopt,chdir,sendto,poll,recvfrom,sendmmsg,ftruncate,rename,chown,utime,getrandom,uname,pread64,pwrite64,accept4,pipe2
0,56.25,20.9,19.541666666666668,12.91566265060241,12.846153846153847,12.0,11.0,9.25,3.010869565217391,2.6666666666666665,2.3211009174311927,2.2203389830508473,2.206936416184971,2.0,1.8522727272727273,1.8333333333333333,1.75,1.7037037037037037,1.6666666666666667,1.5714285714285714,1.5,1.3333333333333333,1.25,1.1363636363636365,1.0,1.0,0.9385964912280702,0.8538011695906432,0.8461538461538461,0.7644230769230769,0.75,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.42857142857142855,0.3977272727272727,0.2926829268292683,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t,select,setitimer,mmap,getdents,read,munmap,madvise,rt_sigaction,getpid,access,getcwd,close,write,open,fcntl,fstat,lseek,times,lstat,writev,socket,rt_sigprocmask,connect,getsockname,stat,ioctl,poll,sendto,setsockopt,getsockopt,recvfrom,chdir,sendmmsg,shutdown,getrandom,unlink,nanosleep,getpeername,accept4
1,3577.0,74.90625,5.25,3.875,3.203527815468114,3.0297029702970297,2.3846153846153846,2.335714285714286,2.1923076923076925,1.877808988764045,1.4375,1.1915708812260537,1.1720430107526882,0.7716701902748414,0.7397260273972602,0.6734006734006734,0.6195286195286195,0.6086956521739131,0.5459915611814345,0.4807692307692308,0.4,0.34375,0.3,0.2894736842105263,0.2566902162277885,0.25,0.21670117322291235,0.21255349500713266,0.20408163265306123,0.2,0.19729514717581542,0.1875,0.16666666666666666,0.16216216216216217,0.023255813953488372,0.0,0.0,0.0,0.0
