t,setitimer,brk,mmap,rt_sigaction,munmap,recvmsg,madvise,read,getpid,access,getdents,lseek,socket,open,connect,times,getsockname,stat,writev,lstat,fstat,write,rt_sigprocmask,close,getcwd,setsockopt,shutdown,ioctl,select,chdir,sendmmsg,clone,getsockopt,getuid,fcntl,sendto,unlink,flock,chmod,poll,recvfrom,rename,uname,pipe,wait4,ftruncate,chown,utime,getrandom,pread64,pwrite64,accept4,pipe2
0,44.7093023255814,22.4,18.16,17.573333333333334,12.714285714285714,11.0,10.25,7.580474934036939,7.142857142857143,5.580912863070539,4.083333333333333,3.0655737704918034,2.3125,2.302857142857143,2.1333333333333333,2.0833333333333335,2.076923076923077,1.965669988925803,1.85,1.7495908346972178,1.6812227074235808,1.5945945945945945,1.5,1.4316939890710383,1.4210526315789473,1.4,1.25,1.0833333333333333,0.9764705882352941,0.8421052631578947,0.8333333333333334,0.7777777777777778,0.75,0.6,0.5633423180592992,0.5211864406779662,0.5,0.5,0.5,0.39759036144578314,0.36430062630480164,0.3333333333333333,0.2857142857142857,0.18110236220472442,0.12264150943396226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t,brk,setitimer,getdents,mmap,munmap,madvise,select,rt_sigaction,read,getpid,access,getuid,clone,getcwd,lseek,close,write,lstat,open,uname,fstat,times,writev,socket,getsockname,fcntl,rt_sigprocmask,connect,pipe,shutdown,chdir,stat,ioctl,setsockopt,getsockopt,sendto,sendmmsg,poll,recvfrom,wait4,getrandom,unlink,nanosleep,getpeername,rename,accept4,pipe2
1,308.0,46.92857142857143,6.45,5.976,4.586666666666667,3.6842105263157894,3.6462793068297654,3.440180586907449,3.1169293340111843,2.36734693877551,2.2485074626865673,2.0,1.53125,1.2622950819672132,1.2311827956989247,1.170978627671541,1.1079136690647482,1.0388180764774044,1.0031152647975077,1.0,0.9688667496886675,0.7769230769230769,0.6941747572815534,0.5882352941176471,0.5245901639344263,0.45422535211267606,0.45098039215686275,0.43529411764705883,0.3763440860215054,0.35,0.34951456310679613,0.32939773404889683,0.3170731707317073,0.30120481927710846,0.27906976744186046,0.2773049645390071,0.2682926829268293,0.2596286107290234,0.23660030627871362,0.21739130434782608,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0
