t,mmap,rt_sigaction,munmap,access,read,lseek,getpid,fstat,open,clone,close,getcwd,times,recvmsg,writev,getsockname,connect,stat,sendto,lstat,setsockopt,shutdown,socket,rt_sigprocmask,fcntl,chdir,poll,setitimer,recvfrom,write,ioctl,getsockopt,sendmmsg,uname,wait4,pipe,select,accept4
0,34.333333333333336,28.428571428571427,23.5,13.432432432432432,11.785714285714286,10.5,10.0,8.454545454545455,6.526315789473684,6.0,5.9,4.5,4.5,4.0,3.3333333333333335,3.3333333333333335,3.0,2.8081632653061224,2.5405405405405403,2.5220125786163523,2.5,2.5,2.1666666666666665,2.0,1.8571428571428572,1.6666666666666667,1.6122448979591837,1.6,1.5555555555555556,1.5,1.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0
t,brk,madvise,munmap,mmap,rt_sigaction,lseek,fstat,lstat,read,getpid,close,access,getcwd,open,getsockname,socket,writev,times,connect,write,fcntl,shutdown,setitimer,chdir,rt_sigprocmask,stat,sendto,setsockopt,poll,recvfrom,ioctl,getsockopt,sendmmsg,select,accept4
1,23.0,6.666666666666667,4.806451612903226,4.64,2.984126984126984,2.851063829787234,2.367088607594937,2.225589225589226,2.064935064935065,1.6875,1.4923076923076923,1.4089147286821706,0.9333333333333333,0.91701244813278,0.6470588235294118,0.6071428571428571,0.6,0.4375,0.42857142857142855,0.42424242424242425,0.36283185840707965,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28163625662154207,0.2541436464088398,0.25,0.23237597911227154,0.22434017595307917,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0
