t,stat,lstat,poll,recvfrom,access,read,close,sendto,fcntl,rt_sigaction,open,socket,connect,fstat,ioctl,lseek,setitimer,getsockname,recvmsg,setsockopt
0,233.0,148.0,42.0,36.0,17.0,14.0,14.0,11.0,11.0,8.0,7.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
t,stat,poll,recvfrom,access,sendto,lstat,read,open,close,rt_sigaction,fcntl,fstat,lseek,setitimer,writev,write,chdir,times,socket,connect
1,3493.0,751.0,675.0,517.0,355.0,354.0,263.0,221.0,121.0,120.0,104.0,68.0,47.0,45.0,37.0,30.0,30.0,30.0,28.0,28.0
